ProtocolID,Section,Question,ScoringOptions,Notes
EMD-533,D. Pre-Arrival / Post Dispatch Instructions,"For jumpers, notify fire or technical rescue team.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-534,D. Pre-Arrival / Post Dispatch Instructions,Follow agency policy on contacting Suicide and Mental Health Helplines.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-535,D. Pre-Arrival / Post Dispatch Instructions,I'm Sending the Paramedics(Ambulance) to help you now. Stay on the line and I'll tell you exactly what to do next.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-536,D. Pre-Arrival / Post Dispatch Instructions,(Suspected heart attack) See the Heart Attack Symptoms list on Protocol 10,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-537,D. Pre-Arrival / Post Dispatch Instructions,(Suspected stroke) See the STROKE Symptoms list on Protocol 28.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-538,D. Pre-Arrival / Post Dispatch Instructions,I'm Sending the Paramedics(Ambulance) to help you now. Stay on the line and I'll tell you exactly what to do next.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-539,D. Pre-Arrival / Post Dispatch Instructions,(Penetrating object) Do not pull it out.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-540,D. Pre-Arrival / Post Dispatch Instructions,(OBVIOUS DEATH) I'm sending someone to assist you. Please leave everything as you found it. Is there anything else we can do for you (or your family).,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-541,D. Pre-Arrival / Post Dispatch Instructions,"In volatile/criminal situations, refer to applicable law enforcement protocol.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-542,D. Pre-Arrival / Post Dispatch Instructions,(OBVIOUS DEATH) Notify proper authorities.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-543,D. Pre-Arrival / Post Dispatch Instructions,I'm Sending the Paramedics(Ambulance) to help you now. Stay on the line and I'll tell you exactly what to do next.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-544,D. Pre-Arrival / Post Dispatch Instructions,"Provide hospital staff with the Stroke Diagnostic Tool results, the symptom onset time, and the name and phone number of any person(s) who witnessed the onset of STROKE symptoms.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-545,D. Pre-Arrival / Post Dispatch Instructions,I'm Sending the Paramedics(Ambulance) to help you now. Stay on the line and I'll tell you exactly what to do next.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-546,D. Pre-Arrival / Post Dispatch Instructions,Do not splint any injuries.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-547,D. Pre-Arrival / Post Dispatch Instructions,Do not move her/him unless s/he is in danger.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-548,D. Pre-Arrival / Post Dispatch Instructions,(Water) Do not go in the water unless it's safe to do so.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-549,D. Pre-Arrival / Post Dispatch Instructions,"For everyon's safety, (tell any bystanders to) stand well clear of approaching traffic. If it's safe to do so, turn on flashing hazard lights.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-550,D. Pre-Arrival / Post Dispatch Instructions,I'm Sending the Paramedics(Ambulance) to help you now. Stay on the line and I'll tell you exactly what to do next.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-551,D. Pre-Arrival / Post Dispatch Instructions,Do not move her/him unless s/he is in danger.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-552,D. Pre-Arrival / Post Dispatch Instructions,Do not splint any injuries.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-553,D. Pre-Arrival / Post Dispatch Instructions,I'm Sending the Paramedics(Ambulance) to help you now. Stay on the line and I'll tell you exactly what to do next.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-554,D. Pre-Arrival / Post Dispatch Instructions,"(>1+ECHO,D-1) If there is a defibrillator (AED) available, send someone to get it now in case we need it later.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-555,D. Pre-Arrival / Post Dispatch Instructions,"(>1+D-2,3,4) If there is a defibrillator (AED) available, send someone to get it now in case we need it later.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-556,D. Pre-Arrival / Post Dispatch Instructions,(Narcan/Naloxone help requested) I'm going to help you give the Narcan to her/him now.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-557,D. Pre-Arrival / Post Dispatch Instructions,Stay on the line with the caller if her/his condition seems unstable or is worsening.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-558,D. Pre-Arrival / Post Dispatch Instructions,Utilze the Narcan/Naloxone Admin. Instructions if help is requested by the caller.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-559,D. Pre-Arrival / Post Dispatch Instructions,I'm Sending the Paramedics(Ambulance) to help you now. Stay on the line and I'll tell you exactly what to do next.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-560,D. Pre-Arrival / Post Dispatch Instructions,"If it's safe to do so, see if s/he is conscious and breathing, or moving at all, then return to the phone and tell me.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-561,D. Pre-Arrival / Post Dispatch Instructions,Advise the caller to look for and direct the emergency unit to the patient.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-562,D. Pre-Arrival / Post Dispatch Instructions,(Language problems) Connect to a language line service and use the protocol to determine the Chief Complaint.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-563,D. Pre-Arrival / Post Dispatch Instructions,(Appropriate) Help is on the way as requested.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-564,D. Pre-Arrival / Post Dispatch Instructions,We will be sending a (type) response.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-565,D. Pre-Arrival / Post Dispatch Instructions,"If s/he gets worse in any way, please call us back immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-566,D. Pre-Arrival / Post Dispatch Instructions,"(Chest pain/discomfort, alert, >16 and no reported STROKE symptoms) Does anyone there have any aspirin or Bufferin available? (Ask them now.)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-567,D. Pre-Arrival / Post Dispatch Instructions,(No) Do not proceed with aspirin instructions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-568,D. Pre-Arrival / Post Dispatch Instructions,"(Yes/Unsure) Please stay on the line. I need to check three more things. If you can, send someone else (not you or the patient) to get the aspirin.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-569,D. Pre-Arrival / Post Dispatch Instructions,Is s/he alergic to aspirin?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-570,D. Pre-Arrival / Post Dispatch Instructions,(Yes) Do not proceed with aspirin instructions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-571,D. Pre-Arrival / Post Dispatch Instructions,(No) Has s/he vomited blood or coffee ground material in the last 24 hours?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-572,D. Pre-Arrival / Post Dispatch Instructions,(Yes) Do not proceed with aspirin instructions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-573,D. Pre-Arrival / Post Dispatch Instructions,(No) Has s/he passed black or bloody stools in the last 24 hours?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-574,D. Pre-Arrival / Post Dispatch Instructions,(Yes) Do not proceed with aspirin instructions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-575,D. Pre-Arrival / Post Dispatch Instructions,Get one adult aspirin/Bufferine or four baby (low-dose) aspirins and tell me when you have them.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-576,D. Pre-Arrival / Post Dispatch Instructions,(Not obvious) Which type do you have?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-577,D. Pre-Arrival / Post Dispatch Instructions,(Patient medication requested and Alert) Remind him/her to do what her/his doctor has instructed for these situations.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-578,D. Pre-Arrival / Post Dispatch Instructions,(Adult ASA >325mg) Tell her/him to chew one adult aspirin/Bufferin right now.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-579,D. Pre-Arrival / Post Dispatch Instructions,(Baby or Adult low-dose ASA - 81mg) Tell her/him to chew four baby (low-dose) aspirins right now.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-580,D. Pre-Arrival / Post Dispatch Instructions,(Unable to chew) Tell her/him to put the aspirin under her/his tongue to dissolve.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-581,D. Pre-Arrival / Post Dispatch Instructions,(Request to wash down ASA) Tell her/him that s/he can use just a mouthful of water to wash it down.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-582,D. Pre-Arrival / Post Dispatch Instructions,Stay on the line with the caller if her/his condition seems unstable or is worsening.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-583,D. Pre-Arrival / Post Dispatch Instructions,Epinephrine Auto-Injector Instructions,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-584,D. Pre-Arrival / Post Dispatch Instructions,"Is s/he standing, sitting, or lying down?","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-585,D. Pre-Arrival / Post Dispatch Instructions,(Standing) Please tell her/him to sit down. The Medicine may make her/him unsteady on her/his feet.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-586,D. Pre-Arrival / Post Dispatch Instructions,Was the medicine prescribed for her/him?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-587,D. Pre-Arrival / Post Dispatch Instructions,What brand of injector is it (Read the label.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-588,D. Pre-Arrival / Post Dispatch Instructions,Note: Generally recommended dose ranges for children (by weight) are:,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-589,D. Pre-Arrival / Post Dispatch Instructions,<33lbs (<15kg) - Not recommended for infants unless the patient's physician has advised the dose and how to administer it,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-590,D. Pre-Arrival / Post Dispatch Instructions,33-54lbs (15-24kg) - 0.15mg injector.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-591,D. Pre-Arrival / Post Dispatch Instructions,>55lbs (>25kg) - 0.30mg injector.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-592,D. Pre-Arrival / Post Dispatch Instructions,"Listen carefully, and I'll tell you how to use the injector.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-593,D. Pre-Arrival / Post Dispatch Instructions,"first, remove the EpiPen from the plastic storage tube (package) and tell me when it's out.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-594,D. Pre-Arrival / Post Dispatch Instructions,(Ready) Hold the injector tightly in the middle of your hand (from the fist around the injector) with the orange tip facing down.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-595,D. Pre-Arrival / Post Dispatch Instructions,Do not touch the orange tip.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-596,D. Pre-Arrival / Post Dispatch Instructions,"Now, with your other hand, pull off the blue safety release cap at the top of the injector (this will unlock the devise)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-597,D. Pre-Arrival / Post Dispatch Instructions,Do you understand me so far?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-598,D. Pre-Arrival / Post Dispatch Instructions,Okay. Now jab the orange tip firmly into her/his outer thigh until you hear it click.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-599,D. Pre-Arrival / Post Dispatch Instructions,Hold it against her/his thigh for 10 seconds. I'll time you. (Don't worry about any clothing. The injector will go right through it.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-600,D. Pre-Arrival / Post Dispatch Instructions,(After 10 Seconds) Now remove the injector and massage the injection area for 10 Seconds. I'll time you.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-601,D. Pre-Arrival / Post Dispatch Instructions,"(After 10 seconds) Okay. Now carefully put the injector back into the storage tube (package), orange end first, then screw the cap of the storage tube (package) back on.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-602,D. Pre-Arrival / Post Dispatch Instructions,Save it for the paramedics (EMTs).,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-603,D. Pre-Arrival / Post Dispatch Instructions,The Needle of the injector automatically retracts into the orange tip after use.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-604,D. Pre-Arrival / Post Dispatch Instructions,"Listen carefully, and I'll tell you how to use the injector.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-605,D. Pre-Arrival / Post Dispatch Instructions,"First, remove the Anapen from the carton (package) and tell me when it's out.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-606,D. Pre-Arrival / Post Dispatch Instructions,"(Ready) Okay, Now grab the black needle cap (boot remover) at the smallest end of the injector (next to the arrow) and gently pull it out. Be careful not to touch the end of the injector with your hands or fingers.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-607,D. Pre-Arrival / Post Dispatch Instructions,"Hold the injector tightly in the middle of your hand (form a fist around the injector) with the smallest end of the injector (next to the arrow) facing down. Remember, do not touch the injector tip.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-608,D. Pre-Arrival / Post Dispatch Instructions,"Now, with your other hand, remove the black cap on the other end of the device to expose the red activation button. Be careful not to press the red button until we are ready.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-609,D. Pre-Arrival / Post Dispatch Instructions,do you understand me so far?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-610,D. Pre-Arrival / Post Dispatch Instructions,"Okay, now place the injector end of the device firmly against her/his outer thigh. Make sure the red button is away from her/his thigh. (Don't worry about any clothing. The injector will go right through it.)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-611,D. Pre-Arrival / Post Dispatch Instructions,Hold the injector steady against her/his thigh and press the red button. You will hear a “click.” Keep holding the injector firmly against her/his thigh for 10 seconds. I’ll time you.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
